client_id,client_name,service_month,count_eligible_primary_members,num_unique_claims_medical,num_unique_claims_rx,num_service_lines_medical,num_service_lines_rx,total_plan_pay_medical,total_plan_pay_rx,total_garner_incentive_paid_medical,total_garner_incentive_paid_rx
9,Client-I,2026-04-01,944,3242,1561,7378,2524,568219.09,192475.93,14614.24,3583.66
10,Client-J,2024-01-01,,1158,997,3020,2024,313714.4,113570.85,17879.55,6923.51
10,Client-J,2024-02-01,,1166,1178,3263,2404,290631.9,88012.59,17310.81,5033.14
10,Client-J,2024-03-01,,1156,992,3393,2009,330795.98,123225.2,15750.51,7382.28
10,Client-J,2024-04-01,,1540,876,4357,1635,460332.84,160889.91,22015.59,6861.37
10,Client-J,2024-05-01,,1770,1029,4285,1936,381130.97,143808.13,18646.47,6664.86
10,Client-J,2024-06-01,,1461,1248,4099,2427,336793.49,143399.52,18032.09,6470.29
10,Client-J,2024-07-01,,1654,1327,4335,2574,512674.15,162025.84,32482.98,8672.73
10,Client-J,2024-08-01,,1635,1206,4621,2287,349458.47,148869.67,14913.31,8095.6
10,Client-J,2024-09-01,,1260,1031,3652,1849,285029.85,85083.28,12394.95,4637.59
10,Client-J,2024-10-01,,1496,1075,4352,2071,320332.59,217776.48,20618.85,13127.68
10,Client-J,2024-11-01,,1181,1076,3457,2050,298485.5,113430.63,10680.59,4726.38
10,Client-J,2024-12-01,,1216,728,3448,1480,381172.03,117136.72,16309.56,5577.88
10,Client-J,2025-01-01,,1181,937,3259,1878,322141.55,116097.3,19181.1,6673.13
10,Client-J,2025-02-01,,1298,1120,4101,2058,361123.97,128960.22,24746.84,5945.51
10,Client-J,2025-03-01,,1478,1002,4323,1962,466406.04,113623.14,28692.7,6437.98
10,Client-J,2025-04-01,,1626,1154,5171,2253,440817.14,217164.33,34421.08,9430.78
10,Client-J,2025-05-01,,1467,820,3906,1545,381730.83,139258.18,18519.86,8899.5
10,Client-J,2025-06-01,,1659,886,4527,1796,450223.21,112197.78,18693.39,4751.99
10,Client-J,2025-07-01,,1273,1080,3457,2085,425285.64,123214.12,28426.91,6403.7
10,Client-J,2025-08-01,,1432,985,4453,1873,440844.64,73592.87,28758.89,4534.97
10,Client-J,2025-09-01,,1283,925,3898,1844,423835.06,158384.56,24226.96,9150.6
10,Client-J,2025-10-01,,1414,1161,4241,2282,459065.5,183333.44,30320.03,13603.26
10,Client-J,2025-11-01,,1308,1013,3821,1915,304219.11,147909.92,12740.07,8156.22
10,Client-J,2025-12-01,,1147,719,3488,1496,336606.29,96160.3,13264.1,5167.93
10,Client-J,2026-01-01,,1174,855,3706,1614,379062.99,119635.11,3750.25,6146.27
10,Client-J,2026-02-01,,1063,916,3218,1834,235934.28,141367.53,1534.58,5028.74
10,Client-J,2026-03-01,,1275,909,3380,1728,392303.41,73150.18,16515.39,2693.01
10,Client-J,2026-04-01,,1551,1045,4662,1865,335041.12,158549.1,13722,5200.12
11,Client-K,2023-06-01,3346,15125,12840,48181,29778,2478794.65,1467178.88,46637.89,25401.88
11,Client-K,2023-07-01,3196,17945,10403,52673,26997,4261533.47,822561.32,106535.72,14500.82
11,Client-K,2023-08-01,3403,18360,9949,60066,23636,4231426.42,1336075.12,83957.19,29623.84
11,Client-K,2023-09-01,3251,13462,10937,38697,22874,2680452.91,873915.32,59750.2,18921.44
11,Client-K,2023-10-01,3411,16073,11053,49251,25739,4232097.98,1154123.32,81808.17,16765.39
11,Client-K,2023-11-01,3420,14324,9330,45063,22699,3875923.29,1232890.79,102361.53,34473.59
11,Client-K,2023-12-01,3371,13377,7865,36833,20983,3490464.02,674310.01,72622.61,16538.86
11,Client-K,2024-01-01,3433,15122,8989,47323,20452,4324683.03,937169.05,93135.69,12511.78
11,Client-K,2024-02-01,3468,16040,11193,55135,25102,3509502.19,1318637.77,88156.72,32798.85
11,Client-K,2024-03-01,3383,17630,10916,49867,27193,4654860.59,1218378.74,101743.15,25627.87
11,Client-K,2024-04-01,3419,20721,12651,56144,32260,5873707.74,1275645.17,161146.91,33245.84
11,Client-K,2024-05-01,3357,16693,9986,51254,22790,5163625.37,1360279.87,99097.27,25558.89
11,Client-K,2024-06-01,3457,22285,12983,72862,29385,5688941.24,1629306.79,192996.62,22353.45
11,Client-K,2024-07-01,3451,18398,13475,60792,31809,5685567.89,1409500.87,107500.57,43804.93
11,Client-K,2024-08-01,3591,16829,13334,54883,32222,5209242.76,1449073.63,120495,34839.45
11,Client-K,2024-09-01,3534,17567,11787,54838,31196,5148230.2,1068751.95,95933.38,31611.07
11,Client-K,2024-10-01,3468,13799,10183,43492,24956,3976606.74,1128063.04,102295.8,24049.91
11,Client-K,2024-11-01,3585,16142,7615,50855,17652,3582513.4,682473.34,93915.77,18529.71
11,Client-K,2024-12-01,3478,14828,7455,40193,17501,4007949.87,899385.75,92235.66,17944.8
11,Client-K,2025-01-01,3578,14304,9000,41212,21323,3672710.21,1025573.76,105636.52,17007.78
11,Client-K,2025-02-01,3577,16792,12549,51455,32875,5466962.49,1321255.27,92833.5,27897.36
11,Client-K,2025-03-01,3574,15269,11385,48776,31385,4737462.43,1192176.82,87272.35,19645.03
11,Client-K,2025-04-01,3624,16891,12758,49402,30023,3244920.4,1719454.86,81805.82,47090.31
11,Client-K,2025-05-01,3591,24026,13612,73478,28999,5725001.99,1231260.12,68495.57,37684.96
11,Client-K,2025-06-01,3530,24664,15248,75414,38229,7817449.48,1778619.36,87031.59,27261.25
11,Client-K,2025-07-01,3702,25124,12695,77114,30124,6847059.63,1464870,115917.56,27408.77
11,Client-K,2025-08-01,3694,21927,12540,61182,28321,4901606.34,1343853.74,72025.63,27779.89
11,Client-K,2025-09-01,3687,14929,10623,49181,25424,3355462.31,1615708.15,78699.79,32564.33
11,Client-K,2025-10-01,3774,17378,11075,55481,25396,4383496.69,1143791.34,91620.58,23296.33
11,Client-K,2025-11-01,3695,14440,11626,36857,26440,3081202.37,1250438.66,47403.24,22335.36
11,Client-K,2025-12-01,3633,15615,8669,45091,19834,3574896.46,750408.07,91620.36,11373.2
11,Client-K,2026-01-01,3744,17147,7650,53303,20574,3155346.37,991678.37,77405.73,13510.83
11,Client-K,2026-02-01,3670,16464,8823,47983,19768,2911815.93,806955.19,58052.42,16022.63
11,Client-K,2026-03-01,3700,22437,11327,75191,26872,4211443.54,1436759.37,106221.99,26813.1
11,Client-K,2026-04-01,3596,18527,10364,54655,24515,4543959.31,1244106.63,77815.51,22113.34
12,Client-L,2023-06-01,3379,12493,9458,29053,15131,3765053.94,1298898.04,399790.01,89162.1
12,Client-L,2023-07-01,3268,8704,7076,20173,11210,2277298.45,835889.34,182637.54,72304.38
12,Client-L,2023-08-01,3397,12327,9341,31438,14057,2682021.56,939353.45,208591.84,91700.31
12,Client-L,2023-09-01,3402,9195,8522,23286,14501,3027112.04,1327234.86,281105.01,91293.38
12,Client-L,2023-10-01,3376,10799,8734,30108,14141,2228874.12,963121.56,207717.67,83278.08
12,Client-L,2023-11-01,3461,7756,8599,21271,15357,2102070.73,1115268.49,180633.29,78593.14
12,Client-L,2023-12-01,3498,10425,8868,27109,15131,2791165.04,1182127.64,287006.47,76762.7
12,Client-L,2024-01-01,3500,9575,9057,24061,15091,2360583.63,983208.27,169069.98,95688.75
12,Client-L,2024-02-01,3371,10579,7152,26746,11699,3278030.98,812218.62,215033.45,34047.53
12,Client-L,2024-03-01,3520,9821,9351,22728,15824,3008042.31,1111237.56,236782.78,102802.08
12,Client-L,2024-04-01,3368,12090,8116,32532,12721,2473761.69,1200098.71,174804.65,109376.1
12,Client-L,2024-05-01,3395,11880,8485,31095,14750,3198268.92,963642.22,233955.45,56145.16
12,Client-L,2024-06-01,3564,12607,8511,34361,14190,3472142.74,1092851.76,302933.14,107044.19
12,Client-L,2024-07-01,3437,11615,10804,30755,17057,3299622.5,1152601.02,329608.63,121782.45
12,Client-L,2024-08-01,3490,13316,10439,35878,16527,3993657.01,1110954.35,306830.18,113098.5
12,Client-L,2024-09-01,3479,11501,10338,28779,17422,2991070.33,1366627.4,202912.47,119218.37
12,Client-L,2024-10-01,3497,9644,8185,27502,13974,2848747.06,922003.78,215998.11,71216.73
12,Client-L,2024-11-01,3471,9683,8522,21679,12377,2250314.01,1074253.11,221655.93,66016.47
12,Client-L,2024-12-01,3506,9736,6841,26255,11310,2805184.41,621406.87,213733.07,49564.94
12,Client-L,2025-01-01,3413,8542,8253,21431,14030,2148267.18,1371237.02,117115.8,115246.22
12,Client-L,2025-02-01,3455,8626,8613,22532,14881,2398463.91,1006987.81,194477.82,92847.98
12,Client-L,2025-03-01,3538,10835,8299,26954,14047,2785986.77,977644.67,218652.23,77058.78
12,Client-L,2025-04-01,3550,10158,10743,26976,16137,3185846.95,1407698.63,182773.88,104869.74
12,Client-L,2025-05-01,3547,12101,9445,27872,14932,4040370.86,1196392.74,241373.75,128647.42
12,Client-L,2025-06-01,3628,11352,10013,29280,16352,2434263.64,1211721.28,246603.92,86158.41
12,Client-L,2025-07-01,3558,14236,11175,37272,19200,4417058.11,1706774.16,276550.92,139561.57
12,Client-L,2025-08-01,3684,11629,9969,30357,15933,3219554.2,1281821.28,261175.78,111925.11
12,Client-L,2025-09-01,3495,10347,11079,25273,18166,3393198.81,1276057.11,220262.57,88352.66
12,Client-L,2025-10-01,3609,11825,10526,32316,18096,3206384.68,1180284.81,264775.12,90880.44
12,Client-L,2025-11-01,3655,9384,7839,25549,11230,2029456.52,875289.58,158997.39,76347.86
12,Client-L,2025-12-01,3549,9098,8168,23940,13100,2036746.67,797397.19,120120.14,55528.39
12,Client-L,2026-01-01,3557,8951,9461,24173,15957,2311322.84,807067.33,245314.62,64815.67
12,Client-L,2026-02-01,3684,11064,8043,28535,11330,3317596.93,980904.22,153068.81,66072.42
12,Client-L,2026-03-01,3760,10079,9610,25466,14944,2649904.23,1002388.17,286970.4,61112.09
12,Client-L,2026-04-01,3641,10006,10249,24177,16945,2228382.92,1134617.66,173107.87,87530.28
13,Client-M,2023-06-01,,6949,2782,23167,5755,1074589.53,296423.34,30853.55,13203.47
13,Client-M,2023-07-01,,9020,2887,31188,6200,1587958.49,249895.01,68126.94,9267.79
13,Client-M,2023-08-01,,6565,2837,23067,6603,1197815.86,321346.07,39672.52,9069.2
13,Client-M,2023-09-01,,8495,3804,28947,7760,1677946.66,284361.22,57721.55,12204.85
13,Client-M,2023-10-01,,8171,4054,27540,9024,1708557.79,405583.49,35814.78,8715.37
13,Client-M,2023-11-01,,9561,2894,30391,5906,1142073.79,263938.4,51455.24,8897.51
13,Client-M,2023-12-01,,9377,3416,35649,6851,1834089.73,342912.79,51992.8,10148.75
13,Client-M,2024-01-01,,7656,3499,26808,7175,1815163.24,386710.71,58129.63,7793.36
13,Client-M,2024-02-01,,7966,3082,25788,6833,1127195.94,242128.47,30069.28,8055.07
13,Client-M,2024-03-01,,6978,2633,24947,6064,1267411.52,231948.12,33390.17,7519.82
13,Client-M,2024-04-01,,7026,2878,23887,5758,1242546.95,287893.18,35437.65,6800.92
13,Client-M,2024-05-01,,6402,2274,22222,5181,1046821.08,282943.83,34434.92,9204.31
13,Client-M,2024-06-01,,6716,2494,21384,5514,1265724.63,202564.5,47398.68,6616.45
13,Client-M,2024-07-01,,6369,2358,21733,4736,903087.52,288584.3,21867.83,12454.1
13,Client-M,2024-08-01,,8252,2961,26967,5777,1484189.37,250005.82,38372.71,8312.44
13,Client-M,2024-09-01,,6606,3249,22270,6859,820770.94,255464.5,22965.08,9498.56
13,Client-M,2024-10-01,,9381,3525,38942,7687,1515984.06,376334.33,59299.87,9477.72
13,Client-M,2024-11-01,,8904,2989,30524,6638,2293839.72,315329.71,102115.4,10081.08
13,Client-M,2024-12-01,,8801,2804,29049,5453,1806209.25,161410.63,55598.41,7848.32
13,Client-M,2025-01-01,,7917,3191,25180,5918,1404936.3,325110.81,34522.21,12703.03
13,Client-M,2025-02-01,,6021,3203,23882,6695,893766.5,330750.26,26480.2,8630.33
13,Client-M,2025-03-01,,6150,2567,20518,5868,1102225.31,210504.88,48439.57,7926.42
13,Client-M,2025-04-01,,6698,2443,22433,5044,987407.89,296891.09,36287.6,11404.41
13,Client-M,2025-05-01,,4709,2463,16371,4583,903891.28,136260.94,31207,4511.63
13,Client-M,2025-06-01,,6474,2626,20862,5483,1373945.5,322018.59,45174.78,9695.5
13,Client-M,2025-07-01,,7350,2672,23284,5862,1297216.06,376488.34,45881.27,12661.48
13,Client-M,2025-08-01,,6908,2381,23226,5061,1420750.2,272457.31,49114.04,10004.49
13,Client-M,2025-09-01,,9181,2798,31313,6097,1755531.17,361524.9,41912.36,9817.66
13,Client-M,2025-10-01,,8426,3516,29746,6857,1853208.57,347677.68,51447.66,14438.64
13,Client-M,2025-11-01,,9139,3217,30865,7417,1952711.01,329273.12,78696.63,12482.36
13,Client-M,2025-12-01,,7809,2591,25152,5154,1325828.13,234070.06,50058.25,8178.61
13,Client-M,2026-01-01,,9751,3092,32755,6041,1482578.78,286235.96,53126.37,12843.27
13,Client-M,2026-02-01,,7056,2582,24579,5878,1224904.95,304993.39,50511.77,11827.85
13,Client-M,2026-03-01,,7216,2793,25293,5705,1191888.65,267742.98,56811.94,9206.16
13,Client-M,2026-04-01,,5749,2795,21847,6419,1098163.93,223039.54,32655.2,8832.23
14,Client-N,2023-06-01,0,,,,,,,,
14,Client-N,2023-07-01,0,,,,,,,,
14,Client-N,2023-08-01,0,,,,,,,,
14,Client-N,2023-09-01,0,,,,,,,,
14,Client-N,2023-10-01,0,,,,,,,,
14,Client-N,2023-11-01,0,,,,,,,,
14,Client-N,2023-12-01,1360,4095,3109,13919,7194,745266.07,297071.88,50545.95,24810.82
14,Client-N,2024-01-01,1334,4868,4099,16301,9888,724508.43,341492.74,69381.97,18798.5
14,Client-N,2024-02-01,1374,4602,4073,15683,8105,727245.81,386858.49,45406.34,26516.88
14,Client-N,2024-03-01,1399,4796,4281,16450,9124,610738.92,523319.21,47429.61,43318.1
14,Client-N,2024-04-01,1371,5428,4314,21587,9147,745038.58,597888.8,42268.95,40704.08
14,Client-N,2024-05-01,1369,5183,5425,16828,10665,898195.88,643512.74,62935.64,45480.01
14,Client-N,2024-06-01,1356,6161,4373,23130,9179,1442540.18,497807.2,93498.6,43844.17
14,Client-N,2024-07-01,1313,6178,4605,24574,10319,1111147.88,414324.22,80845.66,29506.57
14,Client-N,2024-08-01,1365,4856,4662,18279,10378,1011179.82,520092.47,86796.56,33584.88
14,Client-N,2024-09-01,1357,4839,4084,19427,7264,1106024.83,413338.09,63838.69,27415.49
14,Client-N,2024-10-01,1351,4946,3961,18865,9302,588216.12,512063.48,52988.73,40922.66
14,Client-N,2024-11-01,1337,4927,3608,18075,8448,1041035.73,332418.29,73875.85,22875.9
14,Client-N,2024-12-01,1381,6024,4627,22377,10746,1022494.17,492944.35,48188.38,31647.94
14,Client-N,2025-01-01,1354,5754,3036,24440,6906,1239078.26,345377.8,80235.8,27029.38
14,Client-N,2025-02-01,1339,4889,4722,17785,10998,716017.93,485641.89,48337.47,19692.7
14,Client-N,2025-03-01,1356,4693,3621,16398,7960,874042.4,419600.1,39377.16,20096.87
14,Client-N,2025-04-01,1345,5611,4118,20998,8011,712145.17,287052.66,48791.91,19255.74
14,Client-N,2025-05-01,1349,5252,3873,19437,8834,1118496.07,297891.66,83649.99,18887.26
14,Client-N,2025-06-01,1384,5701,5739,20373,13956,1164660.39,734186.45,92175.35,66825.95
14,Client-N,2025-07-01,1434,5728,4616,20874,10187,854219.39,513708.5,54073.79,39868.33
14,Client-N,2025-08-01,1344,5708,5228,17949,11924,1009251.2,4529961.4,71961.82,32266.27
14,Client-N,2025-09-01,1335,4857,4260,18304,9111,858802.17,4435659.7,57289.87,22115.1
14,Client-N,2025-10-01,1372,4680,3873,18029,8740,729668.73,325786.56,59541.55,24655.49
14,Client-N,2025-11-01,1389,4138,3921,13538,9056,828402.55,454472.64,74586.51,32545.52
14,Client-N,2025-12-01,1401,5429,4614,19329,9893,1140305.93,434063.38,76161.23,37333.94
14,Client-N,2026-01-01,1336,5105,4415,15663,9604,840841.75,533098.29,59783.47,26621.3
14,Client-N,2026-02-01,1414,5436,5170,19667,12388,793740.32,410929.27,71855.51,24161.53
14,Client-N,2026-03-01,1373,5433,4638,20282,9449,898326.9,479316.58,79163.09,34479.5
14,Client-N,2026-04-01,1411,5690,4713,19188,10483,883541.17,549271.21,73578.36,31830.07
15,Client-O,2023-08-01,943,4664,2300,16636,4493,1251610.03,276850.05,61885.27,18640.16
15,Client-O,2023-09-01,907,4998,2722,18180,5599,1219504.17,337203.89,64110.86,18541.27
15,Client-O,2023-10-01,924,5282,2663,20009,4901,1344458.93,380035.77,63134.96,19863.11
15,Client-O,2023-11-01,964,4352,2674,14637,5243,803664.02,284516.47,43037.8,16499.06
15,Client-O,2023-12-01,978,5170,3068,18390,6398,1352143.18,375933.34,83279.07,21650.81
15,Client-O,2024-01-01,932,5005,2178,21426,4382,907099.38,302641.54,40588.9,11746.89
15,Client-O,2024-02-01,939,4793,2361,17160,5002,1309801.49,341021.9,75556.96,19487.18
15,Client-O,2024-03-01,945,4821,3016,18737,6051,1175593.93,209023.12,57245.97,7743.68
15,Client-O,2024-04-01,923,4121,2061,13788,3895,1048903.61,303889.58,66094.76,11636.01
15,Client-O,2024-05-01,957,3500,3055,12609,5708,786378.61,234525.92,50842.81,10810.25
15,Client-O,2024-06-01,923,4823,2434,17456,4634,1000019.73,323969.46,59615.04,17868.72
15,Client-O,2024-07-01,896,4170,2302,16094,4373,917074.99,310278.47,40065.43,17216.66
15,Client-O,2024-08-01,935,4238,2649,15929,5236,1004374.97,241718.71,62760.07,8902.78
15,Client-O,2024-09-01,933,4439,2161,16363,3902,1206338.55,211547.16,54704.99,10861.58
15,Client-O,2024-10-01,922,5365,2309,20736,4517,1025207.24,187652.85,40831.28,11875.34
15,Client-O,2024-11-01,930,5427,2276,20481,4852,1541021.91,273790.35,44319.73,16903.29
15,Client-O,2024-12-01,908,5174,2320,18985,4719,1068394.49,273072.63,47275.36,8404
15,Client-O,2025-01-01,907,4380,2967,15721,5890,1008365.96,350020.36,59978.13,16406.4
15,Client-O,2025-02-01,925,4246,2500,17250,4580,750441.87,266606.5,43620.8,14721.67
15,Client-O,2025-03-01,915,3602,2438,11956,5104,710093.29,346207.25,42182.48,10829.18
15,Client-O,2025-04-01,938,3757,1921,11562,3967,839435.01,232848.25,48114.25,6854.27
15,Client-O,2025-05-01,913,4066,1893,14274,3387,865072,188709.07,66782.89,9754.97
15,Client-O,2025-06-01,881,3940,2093,14588,4351,1009824.11,260610.35,51245.31,11629.83
15,Client-O,2025-07-01,900,4740,1591,16552,3002,937732.57,229366.57,56585.94,13878.34
15,Client-O,2025-08-01,911,4332,2083,16278,4297,752837.7,195022.6,45643.26,11862.13
15,Client-O,2025-09-01,922,4211,2610,17203,5464,918309.53,282325.47,30157.78,14291.81
15,Client-O,2025-10-01,921,4758,2926,16732,5967,1104702.56,400206.77,45862.1,9182.75
15,Client-O,2025-11-01,908,5616,1996,20493,4130,1211436.03,271898.78,81586.81,11618.57
15,Client-O,2025-12-01,925,4817,2749,18337,5450,873405.38,256130.39,42313.39,14986.41
15,Client-O,2026-01-01,912,5235,2553,17868,5016,1246458.63,291513.39,60972.1,16558.86
15,Client-O,2026-02-01,887,4516,2037,17096,4401,993002.02,304050.15,37552.79,17337.55
15,Client-O,2026-03-01,906,4024,2003,15614,3909,882152.7,247402.43,51359.14,7304.47
15,Client-O,2026-04-01,935,4461,2041,16168,3940,893487.37,237331.92,53983.38,15427.02
16,Client-P,2023-06-01,400,1400,899,4579,1408,315231.81,95283.49,9808.87,2769.46
16,Client-P,2023-07-01,402,1525,872,4066,1504,420654.85,97364.3,17090.11,2559.3
16,Client-P,2023-08-01,403,1503,914,4715,1373,390138.48,90306.58,16443.73,3512.21
16,Client-P,2023-09-01,398,1443,861,4141,1484,330440.33,84471.5,10055.83,2608.93
16,Client-P,2023-10-01,397,1383,731,4357,1141,294283.58,73027.95,12974.54,2150.64
16,Client-P,2023-11-01,401,1545,686,5068,1076,382002.53,77328.38,13185.13,1967.11
16,Client-P,2023-12-01,394,1134,774,3222,1258,308542.44,50533.82,9987.7,1840.47
16,Client-P,2024-01-01,398,1327,744,3571,1255,325905.61,48575.15,13855.61,1265.56
16,Client-P,2024-02-01,400,1224,735,4091,1091,257541.66,117330.89,9974.55,4129.05
16,Client-P,2024-03-01,394,1356,844,4225,1414,305126.01,115874.96,8018.34,3515.09
16,Client-P,2024-04-01,403,1282,793,4404,1274,285268.28,131885.81,10628.91,2312.67
16,Client-P,2024-05-01,400,1732,987,5737,1601,327112.91,87223.86,11747.77,2477.08
16,Client-P,2024-06-01,411,1774,1021,5549,1727,436436.27,140196.22,14810.71,3424.2
16,Client-P,2024-07-01,399,1567,993,4618,1619,335771.15,-18025.09,12062.64,0
16,Client-P,2024-08-01,403,1614,842,5699,1314,411659.75,95001.91,12195.57,2913.24
16,Client-P,2024-09-01,415,1384,719,4739,1098,331877.77,71836.24,11650.12,2207.99
16,Client-P,2024-10-01,417,1381,790,3971,1356,362048.44,114644.43,8127.44,2646.81
16,Client-P,2024-11-01,397,1273,825,4215,1329,252810.03,76939.63,6492.66,2118.19
16,Client-P,2024-12-01,409,1453,873,4323,1297,367276.81,148837.84,11548.66,5219.37
16,Client-P,2025-01-01,403,1426,736,4426,1126,309075.2,69490.71,11484.09,2258.58
16,Client-P,2025-02-01,414,1406,860,4575,1346,305978.68,96666.62,7277.82,3009.18
16,Client-P,2025-03-01,409,1337,924,4277,1449,349174.63,115163.39,11174.24,3399.42
16,Client-P,2025-04-01,398,1784,776,5621,1099,396241.89,92809.35,15846.94,3751.51
16,Client-P,2025-05-01,409,1949,990,6149,1591,497117.1,157229.08,12743.66,4516.61
16,Client-P,2025-06-01,421,1768,1112,5261,1774,479788.2,129107.33,16785.35,3775.47
16,Client-P,2025-07-01,400,463,273,1478,459,141873.81,33379.07,5643.46,1192.58
16,Client-P,2025-08-01,411,1669,673,5441,1127,333653.75,84508.07,15120.07,2350.09
16,Client-P,2025-09-01,405,1110,767,3320,1360,270906.31,96964.92,7220.69,2193.68
16,Client-P,2025-10-01,410,1547,697,5008,1101,359810.43,89375.31,10291.66,2298.63
16,Client-P,2025-11-01,409,1434,909,4532,1429,312638.61,122045.44,11495.04,4963.01
16,Client-P,2025-12-01,400,1170,670,4038,1091,189963.14,82028.1,6809.18,2276.49
16,Client-P,2026-01-01,414,1082,911,3025,1420,264808.97,96179.61,10058.94,4022.92
16,Client-P,2026-02-01,395,1845,1039,4957,1688,375355.63,86979.08,14021.01,11168.94
16,Client-P,2026-03-01,425,1660,900,4615,1449,359289.85,69733.62,12260.61,5523.33
16,Client-P,2026-04-01,405,1979,774,5902,1316,354404.46,87385.13,8539.2,2043.76
17,Client-Q,2024-02-01,2344,10238,4474,21134,11095,2201241.51,415046.53,191813.62,29185.89
17,Client-Q,2024-03-01,2278,11102,4067,25395,9551,1975215.64,399132.27,159388.15,50639.98
17,Client-Q,2024-04-01,2219,10850,4868,23900,11696,2057313.92,502316.42,150667.8,59944.56
17,Client-Q,2024-05-01,2336,11363,4740,24757,10901,2616898.98,386387.08,267072.05,26472.67
17,Client-Q,2024-06-01,2271,11681,4469,26525,10003,2004957.78,289823.15,177398.95,29300.14
17,Client-Q,2024-07-01,2354,11155,5279,25070,11923,1934000.25,360525.68,161335.2,35876.04
17,Client-Q,2024-08-01,2341,12132,4666,24299,11197,2143032.85,418746.95,159590.21,39152.45
17,Client-Q,2024-09-01,2222,9277,4939,22679,11584,1689059.14,588113.37,164183.99,39392.74
17,Client-Q,2024-10-01,2274,11537,4176,26714,9181,1541648.01,427258.75,135431.03,36746.5
17,Client-Q,2024-11-01,2292,10346,5038,21755,10872,1878906.14,556594.3,136368.7,36751.05
17,Client-Q,2024-12-01,2251,9814,4377,24139,10357,1584697.16,251140.58,164938.77,31414.04
17,Client-Q,2025-01-01,2227,9811,4101,21703,9151,1355419.64,402580.33,118564.44,21498.13
17,Client-Q,2025-02-01,2265,10337,4468,23845,10704,1418777.36,353310.76,115961.11,23981.53
17,Client-Q,2025-03-01,2159,9466,4413,19098,10482,1848550.23,364054.14,133151.8,33052.24
17,Client-Q,2025-04-01,2205,11438,5009,26067,11791,2342663.07,440516.03,138128.14,36543.28
17,Client-Q,2025-05-01,2180,10472,4087,24007,9593,1861183.23,392345.63,119519.23,39325.34
17,Client-Q,2025-06-01,2216,10240,4156,21643,9084,2331645.4,284004.56,131882.2,25889.49
17,Client-Q,2025-07-01,2183,10403,4184,22503,9238,1942827.17,421119.72,144517.29,31176.54
17,Client-Q,2025-08-01,2283,11384,4466,27936,10816,2358078.01,494915.82,229903.86,39155.5
17,Client-Q,2025-09-01,2200,9583,4142,22192,9394,1257756.56,466572.8,92261.81,22716.67
17,Client-Q,2025-10-01,2148,7209,3632,16399,8941,1035488.86,338101.58,106420.68,21778.76
17,Client-Q,2025-11-01,2250,9735,3889,21356,10099,1645957.42,305920.68,165784.01,33113.92
17,Client-Q,2025-12-01,2120,9007,4218,19004,9599,1714995.45,425989.07,170071.64,33296.99
17,Client-Q,2026-01-01,2214,10058,4169,24145,10126,1554216.6,273507.31,111151.81,22173.56
17,Client-Q,2026-02-01,2164,10202,3817,21576,8942,2009484.37,396138.45,156926.96,41020.52
17,Client-Q,2026-03-01,2107,10824,3881,21970,8431,2040588.55,369469.72,223798,25426.74
17,Client-Q,2026-04-01,2094,11107,3785,23527,9994,1734868.91,385085.25,139460.44,42746.41
18,Client-R,2024-01-01,367,1490,571,5000,1049,405424.73,71587.26,9787.62,2785.72
18,Client-R,2024-02-01,358,1698,618,5850,1145,547434.96,85784.36,17767.86,2906.32
18,Client-R,2024-03-01,362,1473,474,4543,857,358444.04,75312.96,12009.32,2561.24
18,Client-R,2024-04-01,376,1448,747,4642,1432,492277.98,97664.95,13093.63,3211.28
18,Client-R,2024-05-01,364,1280,623,4111,1361,348276.8,79358,12020.39,2994.51
18,Client-R,2024-06-01,369,1588,475,5920,949,487662.4,40905.6,11239.9,1587.5
18,Client-R,2024-07-01,374,1581,720,5240,1478,471871.93,81112.82,19479.61,2737.79
18,Client-R,2024-08-01,358,1538,587,5426,1184,433229.87,68381.73,13846.3,2412.64
18,Client-R,2024-09-01,370,1634,661,6025,1344,441593.74,77247.21,9029.2,3010.49
18,Client-R,2024-10-01,377,1596,708,5652,1404,482925.02,107068.2,15492.11,3480.67
18,Client-R,2024-11-01,379,1697,595,6295,1334,403432.06,75083.16,15111.54,2002.59
18,Client-R,2024-12-01,362,1643,659,5242,1394,507196.38,84167.14,19164.02,2215.97
18,Client-R,2025-01-01,365,1280,703,4307,1439,280034.08,86138.48,5280.95,2929.91
18,Client-R,2025-02-01,369,1632,585,5098,1154,436491.78,58930.07,11637.92,1787.46
18,Client-R,2025-03-01,368,1358,516,4688,1003,396320.59,70812.27,12739.89,1831.37
18,Client-R,2025-04-01,375,1568,680,5219,1219,469985.64,82451.7,11929.21,2256.07
18,Client-R,2025-05-01,367,1228,545,4314,1179,456803.46,78259.39,11461.26,3233.6
18,Client-R,2025-06-01,364,1564,674,5423,1315,444824.01,115583.14,19768.66,2176.86
18,Client-R,2025-07-01,376,1261,755,4764,756,491070.51,93153.07,11181.98,3385.75
18,Client-R,2025-08-01,365,1388,738,4823,738,371187.35,108053.86,10546.8,4059.4
18,Client-R,2025-09-01,383,1594,621,5464,1258,384366.94,74571.2,10224.62,1831.56
18,Client-R,2025-10-01,372,1494,663,5208,1332,464360.57,85623.19,13178.43,3061.42
18,Client-R,2025-11-01,372,1454,674,4860,1416,409119.32,78307.4,13961.06,2513.06
18,Client-R,2025-12-01,375,1663,707,5225,1515,317949.12,77436.33,12580.72,2846.65
