client_name,service_month,affected_metrics,confidence,notes
Client-J,2025-01-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2025-02-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2025-03-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2025-04-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2025-05-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2025-06-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2025-07-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2025-08-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2025-09-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2025-10-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2025-11-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2025-12-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2026-01-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2026-02-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2026-03-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2026-04-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2023-06-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2023-07-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2023-08-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2023-09-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2023-10-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2023-11-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2023-12-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2024-01-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2024-02-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2024-03-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2024-04-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2024-05-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2024-06-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2024-07-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2024-08-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2024-09-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2024-10-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2024-11-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2024-12-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2025-01-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2025-02-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2025-03-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2025-04-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2025-05-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2025-06-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2025-07-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2025-08-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2025-09-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2025-10-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2025-11-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2025-12-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2026-01-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2026-02-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2026-03-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-M,2026-04-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-N,2023-06-01,"total_plan_pay_medical,total_plan_pay_rx",high,"missing: total_plan_pay_medical, total_plan_pay_rx"
Client-N,2023-07-01,"total_plan_pay_medical,total_plan_pay_rx",high,"missing: total_plan_pay_medical, total_plan_pay_rx"
Client-N,2023-08-01,"total_plan_pay_medical,total_plan_pay_rx",high,"missing: total_plan_pay_medical, total_plan_pay_rx"
Client-N,2023-09-01,"total_plan_pay_medical,total_plan_pay_rx",high,"missing: total_plan_pay_medical, total_plan_pay_rx"
Client-N,2023-10-01,"total_plan_pay_medical,total_plan_pay_rx",high,"missing: total_plan_pay_medical, total_plan_pay_rx"
Client-N,2023-11-01,"total_plan_pay_medical,total_plan_pay_rx",high,"missing: total_plan_pay_medical, total_plan_pay_rx"
Client-P,2024-07-01,"num_unique_claims_rx,total_garner_incentive_paid_rx,total_plan_pay_rx",high,negative values in: total_plan_pay_rx | incentive ($0.0) > payment ($-18025.09) | 993 RX claims but payment is -18025.09
Client-X,2023-11-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"9587 medical claims but payment is nan | 5339 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2023-12-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"9417 medical claims but payment is nan | 5431 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2024-01-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"8591 medical claims but payment is nan | 6121 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2024-02-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"7562 medical claims but payment is nan | 5976 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2024-03-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"9489 medical claims but payment is nan | 4695 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2024-04-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"7910 medical claims but payment is nan | 3874 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2024-05-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"8401 medical claims but payment is nan | 4392 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2024-06-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"7640 medical claims but payment is nan | 4647 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2024-07-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"8463 medical claims but payment is nan | 3215 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2024-08-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"9936 medical claims but payment is nan | 4820 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2024-09-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"8971 medical claims but payment is nan | 5459 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2024-10-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"9353 medical claims but payment is nan | 6066 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2024-11-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"8421 medical claims but payment is nan | 4594 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2024-12-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"6982 medical claims but payment is nan | 5222 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2025-01-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"10584 medical claims but payment is nan | 5116 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2025-02-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"8907 medical claims but payment is nan | 4799 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2025-03-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"8046 medical claims but payment is nan | 4921 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2025-04-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"8018 medical claims but payment is nan | 3932 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2025-05-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"7217 medical claims but payment is nan | 4613 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2025-06-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"6352 medical claims but payment is nan | 4642 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2025-07-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"7540 medical claims but payment is nan | 4383 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2025-08-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"9069 medical claims but payment is nan | 4289 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2025-09-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"8140 medical claims but payment is nan | 4981 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2025-10-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"11331 medical claims but payment is nan | 5063 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2025-11-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"10638 medical claims but payment is nan | 5305 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2025-12-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"8781 medical claims but payment is nan | 4847 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2026-01-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"10642 medical claims but payment is nan | 6069 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2026-02-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"8817 medical claims but payment is nan | 4632 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2026-03-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"8424 medical claims but payment is nan | 4998 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
Client-X,2026-04-01,"num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"7439 medical claims but payment is nan | 4123 RX claims but payment is nan | missing: total_plan_pay_medical, total_plan_pay_rx"
